metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
logicinsight.pe.vdisk_stats_controller.read_source_estore_ssd_bytes,gauge,15,byte,,Bytes read from eStore SSD,0,logicinsight_nutanix_core,vdisk stats controller.read source estore ssd bytes,,
logicinsight.pe.vdisk_stats_controller.read_source_estore_zero_bytes,gauge,15,byte,,Bytes read from eStore zero blocks,0,logicinsight_nutanix_core,vdisk stats controller.read source estore zero bytes,,
logicinsight.pe.vdisk_stats_controller.read_source_extent_cache_bytes,gauge,15,byte,,Bytes read from extent cache,0,logicinsight_nutanix_core,vdisk stats controller.read source extent cache bytes,,
logicinsight.pe.vdisk_stats_controller.read_source_oplog_bytes,gauge,15,byte,,Bytes read from oplog,0,logicinsight_nutanix_core,vdisk stats controller.read source oplog bytes,,
logicinsight.pe.vdisk_stats_controller.storage_tier.cloud.pinned_usage_bytes,gauge,15,byte,,Pinned usage bytes in cloud tier,0,logicinsight_nutanix_core,vdisk stats controller.storage tier.cloud.pinned usage bytes,,
logicinsight.pe.vdisk_stats_controller.storage_tier.cloud.usage_bytes,gauge,15,byte,,Usage bytes in cloud tier,0,logicinsight_nutanix_core,vdisk stats controller.storage tier.cloud.usage bytes,,
logicinsight.pe.vdisk_stats_controller.storage_tier.das-sata.pinned_usage_bytes,gauge,15,byte,,Pinned usage bytes in DAS-SATA tier,0,logicinsight_nutanix_core,vdisk stats controller.storage tier.das-sata.pinned usage bytes,,
logicinsight.pe.vdisk_stats_controller.storage_tier.das-sata.usage_bytes,gauge,15,byte,,Usage bytes in DAS-SATA tier,0,logicinsight_nutanix_core,vdisk stats controller.storage tier.das-sata.usage bytes,,
logicinsight.pe.vdisk_stats_controller.storage_tier.ssd.pinned_usage_bytes,gauge,15,byte,,Pinned usage bytes in SSD tier,0,logicinsight_nutanix_core,vdisk stats controller.storage tier.ssd.pinned usage bytes,,
logicinsight.pe.vdisk_stats_controller.storage_tier.ssd.usage_bytes,gauge,15,byte,,Usage bytes in SSD tier,0,logicinsight_nutanix_core,vdisk stats controller.storage tier.ssd.usage bytes,,
logicinsight.pe.vdisk_stats_controller.summary_read_source_cache_bytes_per_sec,gauge,15,second,,Read source cache throughput in bytes/sec,1,logicinsight_nutanix_core,vdisk stats controller.summary read source cache bytes per sec,,
logicinsight.pe.vdisk_stats_controller.summary_read_source_hdd_bytes_per_sec,gauge,15,second,,Read source HDD throughput in bytes/sec,1,logicinsight_nutanix_core,vdisk stats controller.summary read source hdd bytes per sec,,
logicinsight.pe.vdisk_stats_controller.summary_read_source_ssd_bytes_per_sec,gauge,15,second,,Read source SSD throughput in bytes/sec,1,logicinsight_nutanix_core,vdisk stats controller.summary read source ssd bytes per sec,,
logicinsight.pe.vdisk_stats_controller.write_dest_block_store_bytes,gauge,15,byte,,Bytes written to block store,1,logicinsight_nutanix_core,vdisk stats controller.write dest block store bytes,,
logicinsight.pe.vdisk_stats_controller.write_dest_estore_bytes,gauge,15,byte,,Bytes written to eStore,1,logicinsight_nutanix_core,vdisk stats controller.write dest estore bytes,,
logicinsight.pe.vdisk_stats_controller.write_dest_oplog_bytes,gauge,15,byte,,Bytes written to oplog,1,logicinsight_nutanix_core,vdisk stats controller.write dest oplog bytes,,
logicinsight.pe.vdisk_stats_controller.write_size_histogram_0kB,gauge,15,kibibyte,,Write size histogram at 0 KiB,1,logicinsight_nutanix_core,vdisk stats controller.write size histogram 0kB,,
logicinsight.pe.vdisk_stats_controller.write_size_histogram_1024kB,gauge,15,kibibyte,,Write size histogram at 1024 KiB,1,logicinsight_nutanix_core,vdisk stats controller.write size histogram 1024kB,,
logicinsight.pe.vdisk_stats_controller.write_size_histogram_16kB,gauge,15,kibibyte,,Write size histogram at 16 KiB,1,logicinsight_nutanix_core,vdisk stats controller.write size histogram 16kB,,
logicinsight.pe.vdisk_stats_controller.write_size_histogram_32kB,gauge,15,kibibyte,,Write size histogram at 32 KiB,1,logicinsight_nutanix_core,vdisk stats controller.write size histogram 32kB,,
logicinsight.pe.vdisk_stats_controller.write_size_histogram_4kB,gauge,15,kibibyte,,Write size histogram at 4 KiB,1,logicinsight_nutanix_core,vdisk stats controller.write size histogram 4kB,,
logicinsight.pe.vdisk_stats_controller.write_size_histogram_512kB,gauge,15,kibibyte,,Write size histogram at 512 KiB,1,logicinsight_nutanix_core,vdisk stats controller.write size histogram 512kB,,
logicinsight.pe.vdisk_stats_controller.write_size_histogram_64kB,gauge,15,kibibyte,,Write size histogram at 64 KiB,1,logicinsight_nutanix_core,vdisk stats controller.write size histogram 64kB,,
logicinsight.pe.vdisk_stats_controller.write_size_histogram_8kB,gauge,15,kibibyte,,Write size histogram at 8 KiB,1,logicinsight_nutanix_core,vdisk stats controller.write size histogram 8kB,,
logicinsight.pe.vdisk_stats_controller.wss_120s_read_MB,gauge,15,mebibyte,,Working Set Size over 120s - read (MiB),1,logicinsight_nutanix_core,vdisk stats controller.wss 120s read MB,,
logicinsight.pe.vdisk_stats_controller.wss_120s_union_MB,gauge,15,mebibyte,,Working Set Size over 120s - union (MiB),1,logicinsight_nutanix_core,vdisk stats controller.wss 120s union MB,,
logicinsight.pe.vdisk_stats_controller.wss_120s_write_MB,gauge,15,mebibyte,,Working Set Size over 120s - write (MiB),1,logicinsight_nutanix_core,vdisk stats controller.wss 120s write MB,,
logicinsight.pe.vdisk_stats_controller.wss_3600s_read_MB,gauge,15,mebibyte,,Working Set Size over 3600s - read (MiB),1,logicinsight_nutanix_core,vdisk stats controller.wss 3600s read MB,,
logicinsight.pe.vdisk_stats_controller.wss_3600s_union_MB,gauge,15,mebibyte,,Working Set Size over 3600s - union (MiB),1,logicinsight_nutanix_core,vdisk stats controller.wss 3600s union MB,,
logicinsight.pe.vdisk_stats_controller.wss_3600s_write_MB,gauge,15,mebibyte,,Working Set Size over 3600s - write (MiB),1,logicinsight_nutanix_core,vdisk stats controller.wss 3600s write MB,,
logicinsight.pe.vdisk_stats_controller_avg_io_latency_usecs,gauge,15,microsecond,,Average I/O latency,-1,logicinsight_nutanix_core,vdisk stats controller avg io latency usecs,,
logicinsight.pe.vdisk_stats_controller_avg_read_io_latency_usecs,gauge,15,microsecond,,Average read I/O latency,-1,logicinsight_nutanix_core,vdisk stats controller avg read io latency usecs,,
logicinsight.pe.vdisk_stats_controller_avg_read_io_size_kbytes,gauge,15,kibibyte,,Average read I/O size,1,logicinsight_nutanix_core,vdisk stats controller avg read io size kbytes,,
logicinsight.pe.vdisk_stats_controller_avg_write_io_latency_usecs,gauge,15,microsecond,,Average write I/O latency,-1,logicinsight_nutanix_core,vdisk stats controller avg write io latency usecs,,
logicinsight.pe.vdisk_stats_controller_avg_write_io_size_kbytes,gauge,15,kibibyte,,Average write I/O size,1,logicinsight_nutanix_core,vdisk stats controller avg write io size kbytes,,
logicinsight.pe.vdisk_stats_controller_io_bandwidth_kBps,gauge,15,kibibyte,second,I/O bandwidth in KiBps,1,logicinsight_nutanix_core,vdisk stats controller io bandwidth kBps,,
logicinsight.pe.vdisk_stats_controller_num_io,gauge,15,operation,,Total number of I/O operations,1,logicinsight_nutanix_core,vdisk stats controller num io,,
logicinsight.pe.vdisk_stats_controller_num_iops,gauge,15,operation,second,Total number of IOPS,1,logicinsight_nutanix_core,vdisk stats controller num iops,,
logicinsight.pe.vdisk_stats_controller_num_random_io,gauge,15,operation,,Total number of random I/O operations,1,logicinsight_nutanix_core,vdisk stats controller num random io,,
logicinsight.pe.vdisk_stats_controller_num_read_io,gauge,15,operation,,Total number of read I/O operations,1,logicinsight_nutanix_core,vdisk stats controller num read io,,
logicinsight.pe.vdisk_stats_controller_num_read_iops,gauge,15,operation,second,Total number of read IOPS,1,logicinsight_nutanix_core,vdisk stats controller num read iops,,
logicinsight.pe.vdisk_stats_controller_num_seq_io,gauge,15,operation,,Total number of sequential I/O operations,1,logicinsight_nutanix_core,vdisk stats controller num seq io,,
logicinsight.pe.vdisk_stats_controller_num_write_io,gauge,15,operation,,Total number of write I/O operations,1,logicinsight_nutanix_core,vdisk stats controller num write io,,
logicinsight.pe.vdisk_stats_controller_num_write_iops,gauge,15,operation,second,Total number of write IOPS,1,logicinsight_nutanix_core,vdisk stats controller num write iops,,
logicinsight.pe.vdisk_stats_controller_random_io_ppm,gauge,15,percent,,Random I/O in parts per million,1,logicinsight_nutanix_core,vdisk stats controller random io ppm,,
logicinsight.pe.vdisk_stats_controller_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read I/O bandwidth in KiBps,1,logicinsight_nutanix_core,vdisk stats controller read io bandwidth kBps,,
logicinsight.pe.vdisk_stats_controller_read_io_ppm,gauge,15,percent,,Read I/O in parts per million,1,logicinsight_nutanix_core,vdisk stats controller read io ppm,,
logicinsight.pe.vdisk_stats_controller_seq_io_ppm,gauge,15,percent,,Sequential I/O in parts per million,1,logicinsight_nutanix_core,vdisk stats controller seq io ppm,,
logicinsight.pe.vdisk_stats_controller_timespan_usecs,gauge,15,microsecond,,Duration of measurement in microseconds,0,logicinsight_nutanix_core,vdisk stats controller timespan usecs,,
logicinsight.pe.vdisk_stats_controller_total_io_size_kbytes,gauge,15,kibibyte,,Total I/O size in KiB,1,logicinsight_nutanix_core,vdisk stats controller total io size kbytes,,
logicinsight.pe.vdisk_stats_controller_total_io_time_usecs,gauge,15,microsecond,,Total I/O time in microseconds,1,logicinsight_nutanix_core,vdisk stats controller total io time usecs,,
logicinsight.pe.vdisk_stats_controller_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read I/O size in KiB,1,logicinsight_nutanix_core,vdisk stats controller total read io size kbytes,,
logicinsight.pe.vdisk_stats_controller_total_read_io_time_usecs,gauge,15,microsecond,,Total read I/O time in microseconds,1,logicinsight_nutanix_core,vdisk stats controller total read io time usecs,,
logicinsight.pe.vdisk_stats_controller_total_transformed_usage_bytes,gauge,15,byte,,Total transformed usage in bytes,0,logicinsight_nutanix_core,vdisk stats controller total transformed usage bytes,,
logicinsight.pe.vdisk_stats_controller_user_bytes,gauge,15,byte,,Bytes written by user,0,logicinsight_nutanix_core,vdisk stats controller user bytes,,
logicinsight.pe.vdisk_stats_controller_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write I/O bandwidth in KiBps,1,logicinsight_nutanix_core,vdisk stats controller write io bandwidth kBps,,
logicinsight.pe.vdisk_stats_controller_write_io_ppm,gauge,15,percent,,Write I/O in parts per million,1,logicinsight_nutanix_core,vdisk stats controller write io ppm,,
logicinsight.pe.vdisk_stats_hypervisor_avg_io_latency_usecs,gauge,15,microsecond,,Average I/O latency from hypervisor,-1,logicinsight_nutanix_core,vdisk stats hypervisor avg io latency usecs,,
logicinsight.pe.vdisk_stats_hypervisor_avg_read_io_latency_usecs,gauge,15,microsecond,,Average read I/O latency from hypervisor,-1,logicinsight_nutanix_core,vdisk stats hypervisor avg read io latency usecs,,
logicinsight.pe.vdisk_stats_hypervisor_avg_write_io_latency_usecs,gauge,15,microsecond,,Average write I/O latency from hypervisor,-1,logicinsight_nutanix_core,vdisk stats hypervisor avg write io latency usecs,,
logicinsight.pe.vdisk_stats_hypervisor_io_bandwidth_kBps,gauge,15,kibibyte,second,I/O bandwidth from hypervisor in KiBps,1,logicinsight_nutanix_core,vdisk stats hypervisor io bandwidth kBps,,
logicinsight.pe.vdisk_stats_hypervisor_num_io,gauge,15,operation,,Total I/O operations from hypervisor,1,logicinsight_nutanix_core,vdisk stats hypervisor num io,,
logicinsight.pe.vdisk_stats_hypervisor_num_iops,gauge,15,operation,second,Total IOPS from hypervisor,1,logicinsight_nutanix_core,vdisk stats hypervisor num iops,,
logicinsight.pe.vdisk_stats_hypervisor_num_read_io,gauge,15,operation,,Read I/O operations from hypervisor,1,logicinsight_nutanix_core,vdisk stats hypervisor num read io,,
logicinsight.pe.vdisk_stats_hypervisor_num_read_iops,gauge,15,operation,second,Read IOPS from hypervisor,1,logicinsight_nutanix_core,vdisk stats hypervisor num read iops,,
logicinsight.pe.vdisk_stats_hypervisor_num_write_io,gauge,15,operation,,Write I/O operations from hypervisor,1,logicinsight_nutanix_core,vdisk stats hypervisor num write io,,
logicinsight.pe.vdisk_stats_hypervisor_num_write_iops,gauge,15,operation,second,Write IOPS from hypervisor,1,logicinsight_nutanix_core,vdisk stats hypervisor num write iops,,
logicinsight.pe.vdisk_stats_hypervisor_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read I/O bandwidth from hypervisor in KiBps,1,logicinsight_nutanix_core,vdisk stats hypervisor read io bandwidth kBps,,
logicinsight.pe.vdisk_stats_hypervisor_timespan_usecs,gauge,15,microsecond,,Time range of hypervisor metrics in microseconds,0,logicinsight_nutanix_core,vdisk stats hypervisor timespan usecs,,
logicinsight.pe.vdisk_stats_hypervisor_total_io_size_kbytes,gauge,15,kibibyte,,Total I/O size by hypervisor in KiB,1,logicinsight_nutanix_core,vdisk stats hypervisor total io size kbytes,,
logicinsight.pe.vdisk_stats_hypervisor_total_io_time_usecs,gauge,15,microsecond,,Total I/O time by hypervisor in microseconds,1,logicinsight_nutanix_core,vdisk stats hypervisor total io time usecs,,
logicinsight.pe.vdisk_stats_hypervisor_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read I/O size by hypervisor in KiB,1,logicinsight_nutanix_core,vdisk stats hypervisor total read io size kbytes,,
logicinsight.pe.vdisk_stats_hypervisor_total_read_io_time_usecs,gauge,15,microsecond,,Total read I/O time by hypervisor in microseconds,1,logicinsight_nutanix_core,vdisk stats hypervisor total read io time usecs,,
logicinsight.pe.vdisk_stats_hypervisor_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write I/O bandwidth from hypervisor in KiBps,1,logicinsight_nutanix_core,vdisk stats hypervisor write io bandwidth kBps,,
logicinsight.pe.vdisk_stats_io_bandwidth_kBps,gauge,15,kibibyte,second,I/O bandwidth overall in KiBps,1,logicinsight_nutanix_core,vdisk stats io bandwidth kBps,,
logicinsight.pe.vdisk_stats_num_io,gauge,15,operation,,Total number of I/O operations,1,logicinsight_nutanix_core,vdisk stats num io,,
logicinsight.pe.vdisk_stats_num_iops,gauge,15,operation,second,Total number of IOPS,1,logicinsight_nutanix_core,vdisk stats num iops,,
logicinsight.pe.vdisk_stats_num_random_io,gauge,15,operation,,Total number of random I/O operations,1,logicinsight_nutanix_core,vdisk stats num random io,,
logicinsight.pe.vdisk_stats_num_read_io,gauge,15,operation,,Total number of read I/O operations,1,logicinsight_nutanix_core,vdisk stats num read io,,
logicinsight.pe.vdisk_stats_num_read_iops,gauge,15,operation,second,Total number of read IOPS,1,logicinsight_nutanix_core,vdisk stats num read iops,,
logicinsight.pe.vdisk_stats_num_seq_io,gauge,15,operation,,Total number of sequential I/O operations,1,logicinsight_nutanix_core,vdisk stats num seq io,,
logicinsight.pe.vdisk_stats_num_write_io,gauge,15,operation,,Total number of write I/O operations,1,logicinsight_nutanix_core,vdisk stats num write io,,
logicinsight.pe.vdisk_stats_num_write_iops,gauge,15,operation,second,Total number of write IOPS,1,logicinsight_nutanix_core,vdisk stats num write iops,,
logicinsight.pe.vdisk_stats_random_io_ppm,gauge,15,percent,,Random I/O in parts per million,1,logicinsight_nutanix_core,vdisk stats random io ppm,,
logicinsight.pe.vdisk_stats_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read I/O bandwidth in KiBps,1,logicinsight_nutanix_core,vdisk stats read io bandwidth kBps,,
logicinsight.pe.vdisk_stats_read_io_ppm,gauge,15,percent,,Read I/O in parts per million,1,logicinsight_nutanix_core,vdisk stats read io ppm,,
logicinsight.pe.vdisk_stats_seq_io_ppm,gauge,15,percent,,Sequential I/O in parts per million,1,logicinsight_nutanix_core,vdisk stats seq io ppm,,
logicinsight.pe.vdisk_stats_timespan_usecs,gauge,15,microsecond,,Measurement duration in microseconds,0,logicinsight_nutanix_core,vdisk stats timespan usecs,,
logicinsight.pe.vdisk_stats_total_io_size_kbytes,gauge,15,kibibyte,,Total I/O size in KiB,1,logicinsight_nutanix_core,vdisk stats total io size kbytes,,
logicinsight.pe.vdisk_stats_total_io_time_usecs,gauge,15,microsecond,,Total I/O time in microseconds,1,logicinsight_nutanix_core,vdisk stats total io time usecs,,
logicinsight.pe.vdisk_stats_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read I/O size in KiB,1,logicinsight_nutanix_core,vdisk stats total read io size kbytes,,
logicinsight.pe.vdisk_stats_total_read_io_time_usecs,gauge,15,microsecond,,Total read I/O time in microseconds,1,logicinsight_nutanix_core,vdisk stats total read io time usecs,,
logicinsight.pe.vdisk_stats_total_transformed_usage_bytes,gauge,15,byte,,Total transformed usage in bytes,0,logicinsight_nutanix_core,vdisk stats total transformed usage bytes,,
logicinsight.pe.vdisk_stats_total_untransformed_usage_bytes,gauge,15,byte,,Total untransformed usage in bytes,0,logicinsight_nutanix_core,vdisk stats total untransformed usage bytes,,
logicinsight.pe.vdisk_stats_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write I/O bandwidth in KiBps,1,logicinsight_nutanix_core,vdisk stats write io bandwidth kBps,,
logicinsight.pe.vdisk_stats_write_io_ppm,gauge,15,percent,,Write I/O in parts per million,1,logicinsight_nutanix_core,vdisk stats write io ppm,,
